Paper Name,Paper Author,Paper Key Words,Issue Date
Default Risk and Income Fluctuations in Emerging Economies,Cristina Arellano,E32 Business Fluctuations; Cycles;E43 Determination of Interest Rates; Term Structure of Interest Rates;F34 International Lending and Debt Problems;O11 Macroeconomic Analyses of Economic Development;O19 International Linkages to Development; Role of International Organizations,"June 2008 (Vol. 98, No.3 )"
Do Wealth Fluctuations Generate Time-Varying Risk Aversion? Micro-evidence on Individuals,Markus K. Brunnermeier;Stefan Nagel,"D14 Personal Finance;D31 Personal Income, Wealth, and Their Distributions;G11 Portfolio Choice; Investment Decisions","June 2008 (Vol. 98, No.3 )"
Temporary Investment Tax Incentives: Theory with Evidence from Bonus Depreciation,Christopher L. House;Matthew D. Shapiro,G31 Capital Budgeting; Fixed Investment and Inventory Studies;H25 Business Taxes and Subsidies including sales and value-added (VAT);H32 Fiscal Policies and Behavior of Economic Agents: Firm,"June 2008 (Vol. 98, No.3 )"
How the Electoral College Influences Campaigns and Policy: The Probability of Being Florida,David Stromberg,"D72 Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior","June 2008 (Vol. 98, No.3 )"
Income and Democracy,Daron Acemoglu;Simon Johnson;James A. Robinson;Pierre Yared,"D72 Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior;O47 Measurement of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence","June 2008 (Vol. 98, No.3 )"
Do People Vote with Their Feet? An Empirical Test of Tiebout,H. Spencer Banzhaf;Randall P. Walsh,"D72 Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior;H41 Public Goods;H73 State and Local Government; Intergovernmental Relations: Interjurisdictional Differentials and Their Effects;Q53 Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling","June 2008 (Vol. 98, No.3 )"
Information Aggregation in Polls,John Morgan;Phillip C. Stocken,D82 Asymmetric and Private Information;C42 Survey Methods,"June 2008 (Vol. 98, No.3 )"
Stability in Supply Chain Networks,Michael Ostrovsky,D85 Network Formation and Analysis: Theory;L14 Transactional Relationships; Contracts and Reputation; Networks,"June 2008 (Vol. 98, No.3 )"
Thar She Blows: Can Bubbles Be Rekindled with Experienced Subjects?,Reshmaan N. Hussam;David Porter;Vernon L. Smith,"D83 Search; Learning; Information and Knowledge; Communication; Belief;C91 Design of Experiments: Laboratory, Individual","June 2008 (Vol. 98, No.3 )"
Stationary Concepts for Experimental 2x2-Games,Reinhard Selten;Thorsten Chmura,C70 Game Theory and Bargaining Theory: General,"June 2008 (Vol. 98, No.3 )"
"Contracts, Hold-Up, and Exports: Textiles and Opium in Colonial India",Rachel Kranton;Anand V. Swamy,"D86 Economics of Contract: Theory;L67 Other Consumer Nondurables;O13 Economic Development: Agriculture; Natural Resources; Energy; Environment; Other Primary Products;O19 International Linkages to Development; Role of International Organizations;Q13 Agricultural Markets and Marketing; Cooperatives; Agribusiness;N65 Economic History: Manufacturing and Construction: Asia including Middle East;N75 Economic History: Transport, Trade, Energy, Technology, and Other Services: Asia including Middle East","June 2008 (Vol. 98, No.3 )"
Pride and Prejudice: The Human Side of Incentive Theory,Tore Ellingsen;Magnus Johannesson,D82 Asymmetric and Private Information,"June 2008 (Vol. 98, No.3 )"
"Historical Property Rights, Sociality, and the Emergence of Impersonal Exchange in Long-Distance Trade",Erik O. Kimbrough;Vernon L. Smith;Bart J. Wilson,D51 Exchange and Production Economies;P14 Capitalist Systems: Property Rights,"June 2008 (Vol. 98, No.3 )"
Credit Elasticities in Less-Developed Economies: Implications for Microfinance,Dean S. Karlan;Jonathan Zinman,G21 Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages;O15 Economic Development: Human Resources; Human Development; Income Distribution; Migration;O16 Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance,"June 2008 (Vol. 98, No.3 )"
Reference-Dependent Preferences and Labor Supply: The Case of New York City Taxi Drivers,Henry S. Farber,J22 Time Allocation and Labor Supply;L92 Railroads and Other Surface Transportation,"June 2008 (Vol. 98, No.3 )"
The Interaction of Public and Private Insurance: Medicaid and the Long-Term Care Insurance Market,Jeffrey R. Brown;Amy Finkelstein,G22 Insurance; Insurance Companies;I18 Health: Government Policy; Regulation; Public Health;I38 Welfare and Poverty: Government Programs; Provision and Effects of Welfare Programs,"June 2008 (Vol. 98, No.3 )"
Estimates of the Impact of Crime Risk on Property Values from Megan's Laws,Leigh Linden;Jonah E. Rockoff,"K42 Illegal Behavior and the Enforcement of Law;R31 Housing Supply and Markets;R23 Urban, Rural, and Regional Economics: Regional Migration; Regional Labor Markets; Population","June 2008 (Vol. 98, No.3 )"
Ordering the Extraction of Polluting Nonrenewable Resources,Ujjayant Chakravorty;Michel Moreaux;Mabel Tidball,Q38 Nonrenewable Resources and Conservation: Government Policy;Q53 Air Pollution; Water Pollution; Noise; Hazardous Waste; Solid Waste; Recycling;Q58 Environmental Economics: Government Policy;Q32 Exhaustible Resources and Economic Development,"June 2008 (Vol. 98, No.3 )"
Strotz Meets Allais: Diminishing Impatience and the Certainty Effect,Yoram Halevy,D81 Criteria for Decision-Making under Risk and Uncertainty;D12 Consumer Economics: Empirical Analysis,"June 2008 (Vol. 98, No.3 )"
"Monetary Policy, Judgment, and Near-Rational Exuberance",James Bullard;George W. Evans;Seppo Honkapohja,E17 General Aggregative Models: Forecasting and Simulation;E31 Price Level; Inflation; Deflation;E52 Monetary Policy,"June 2008 (Vol. 98, No.3 )"
Evolution of Time Preference by Natural Selection: Comment,Arthur J. Robson;Balazs Szentes,D11 Consumer Economics: Theory;D91 Intertemporal Consumer Choice; Life Cycle Models and Saving,"June 2008 (Vol. 98, No.3 )"
Matching with Contracts: Comment,John William Hatfield;Fuhito Kojima,C78 Bargaining Theory; Matching Theory;D86 Economics of Contract: Theory;J41 Labor Contracts,"June 2008 (Vol. 98, No.3 )"
When Does Coordination Require Centralization? Corrigendum,Ricardo Alonso;Wouter Dessein;Niko Matouschek,D23 Organizational Behavior; Transaction Costs; Property Rights;D83 Search; Learning; Information and Knowledge; Communication; Belief;L23 Organization of Production;M11 Production Management,"June 2008 (Vol. 98, No.3 )"
Independent Auditors' Report,,Y90 Miscellaneous Categories: Other,"June 2008 (Vol. 98, No.3 )"
Deal or No Deal? Decision Making under Risk in a Large-Payoff Game Show,Thierry Post;Martijn J. van den Assem;Guido Baltussen;Richard H. Thaler,D81 Criteria for Decision-Making under Risk and Uncertainty,"March 2008 (Vol. 98, No.1 )"
Rational Expectations in Games,Robert J. Aumann;Jacques H. Dreze,C72 Noncooperative Games;D83 Search; Learning; Information and Knowledge; Communication; Belief;D84 Expectations; Speculations,"March 2008 (Vol. 98, No.1 )"
Asymmetric Auctions with Resale,Isa Hafalir;Vijay Krishna,D44 Auctions,"March 2008 (Vol. 98, No.1 )"
"Optimal Gerrymandering: Sometimes Pack, but Never Crack",John N. Friedman;Richard T. Holden,"D72 Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior","March 2008 (Vol. 98, No.1 )"
When Does Coordination Require Centralization?,Ricardo Alonso;Wouter Dessein;Niko Matouschek,D23 Organizational Behavior; Transaction Costs; Property Rights;D83 Search; Learning; Information and Knowledge; Communication; Belief;L23 Organization of Production;M11 Production Management,"March 2008 (Vol. 98, No.1 )"
On the Empirical Content of Quantal Response Equilibrium,Philip A. Haile;Ali Hortasu;Grigory Kosenok,C72 Noncooperative Games;D84 Expectations; Speculations,"March 2008 (Vol. 98, No.1 )"
"A Dynamic Theory of Public Spending, Taxation, and Debt",Marco Battaglini;Stephen Coate,"D72 Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior;E62 Fiscal Policy;H20 Taxation, Subsidies, and Revenue: General;H50 National Government Expenditures and Related Policies: General;H60 National Budget, Deficit, and Debt: General","March 2008 (Vol. 98, No.1 )"
"Vertical Arrangements, Market Structure, and Competition: An Analysis of Restructured US Electricity Markets",James B. Bushnell;Erin T. Mansur;Celeste Saravia,"L11 Production, Pricing, and Market Structure; Size Distribution of Firms;L13 Oligopoly and Other Imperfect Markets;L94 Electric Utilities","March 2008 (Vol. 98, No.1 )"
"Persistence of Power, Elites, and Institutions",Daron Acemoglu;James A. Robinson,"D02 Institutions: Design, Formation, and Operations;D72 Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior","March 2008 (Vol. 98, No.1 )"
"Betrayal Aversion: Evidence from Brazil, China, Oman, Switzerland, Turkey, and the United States",Iris Bohnet;Fiona Greig;Benedikt Herrmann;Richard Zeckhauser,C72 Noncooperative Games;D81 Criteria for Decision-Making under Risk and Uncertainty;Z13 Economic Sociology; Economic Anthropology,"March 2008 (Vol. 98, No.1 )"
Female Socialization: How Daughters Affect Their Legislator Fathers,Ebonya L. Washington,"D72 Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior;D83 Search; Learning; Information and Knowledge; Communication; Belief;J16 Economics of Gender; Non-labor Discrimination","March 2008 (Vol. 98, No.1 )"
The Mystery of Monogamy,Eric D. Gould;Omer Moav;Avi Simhon,J12 Marriage; Marital Dissolution; Family Structure; Domestic Abuse;J16 Economics of Gender; Non-labor Discrimination;J24 Human Capital; Skills; Occupational Choice; Labor Productivity;Z13 Economic Sociology; Economic Anthropology,"March 2008 (Vol. 98, No.1 )"
"An Equilibrium Model of ""Global Imbalances"" and Low Interest Rates",Ricardo J. Caballero;Emmanuel Farhi;Pierre-Olivier Gourinchas,E44 Financial Markets and the Macroeconomy;F21 International Investment; Long-term Capital Movements;F31 Foreign Exchange;F32 Current Account Adjustment; Short-term Capital Movements,"March 2008 (Vol. 98, No.1 )"
"Reallocation, Firm Turnover, and Efficiency: Selection on Productivity or Profitability?",Lucia Foster;John Haltiwanger;Chad Syverson,"D24 Production; Cost; Capital and Total Factor Productivity; Capacity;L11 Production, Pricing, and Market Structure; Size Distribution of Firms;L25 Firm Performance: Size, Diversification, and Scope","March 2008 (Vol. 98, No.1 )"
On the Evolution of Firm Size Distributions,Paolo Angelini;Andrea Generale,"L11 Production, Pricing, and Market Structure; Size Distribution of Firms","March 2008 (Vol. 98, No.1 )"
Growth Dynamics: The Myth of Economic Recovery,Valerie Cerra;Sweta Chaman Saxena,E23 Macroeconomics: Production;E32 Business Fluctuations; Cycles;O47 Measurement of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence,"March 2008 (Vol. 98, No.1 )"
Gambling at Lucky Stores: Empirical Evidence from State Lottery Sales,Jonathan Guryan;Melissa S. Kearney,"H27 Taxation, Subsidies, and Revenues: Other Sources of Revenue;H71 State and Local Taxation, Subsidies, and Revenue","March 2008 (Vol. 98, No.1 )"
A Model of Housing in the Presence of Adjustment Costs: A Structural Interpretation of Habit Persistence,Marjorie Flavin;Shinobu Nakagawa,"G11 Portfolio Choice; Investment Decisions;R21 Urban, Rural, and Regional Economics: Housing Demand","March 2008 (Vol. 98, No.1 )"
A Simple Auction Mechanism for the Optimal Allocation of the Commons,Juan-Pablo Montero,D44 Auctions;L51 Economics of Regulation,"March 2008 (Vol. 98, No.1 )"
The Dynamic Behavior of the Real Exchange Rate in Sticky Price Models,Jn Steinsson,E31 Price Level; Inflation; Deflation;E32 Business Fluctuations; Cycles;F31 Foreign Exchange,"March 2008 (Vol. 98, No.1 )"
"Collective Memory, Cultural Transmission, and Investments",Roberta Dess,Z13 Economic Sociology; Economic Anthropology,"March 2008 (Vol. 98, No.1 )"
Bureaucrats or Politicians? Comment,Fuhito Kojima,"D72 Models of Political Processes: Rent-seeking, Elections, Legislatures, and Voting Behavior;D73 Bureaucracy; Administrative Processes in Public Organizations; Corruption","March 2008 (Vol. 98, No.1 )"
"Theft, Gift-Giving, and Trustworthiness: Honesty Is Its Own Reward in Rural Paraguay",Laura Schechter,D86 Economics of Contract: Theory;K42 Illegal Behavior and the Enforcement of Law;O17 Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;Z13 Economic Sociology; Economic Anthropology,"December 2007 (Vol. 97, No.5 )"
Child Protection and Child Outcomes: Measuring the Effects of Foster Care,Joseph J. Doyle Jr.,"H75 State and Local Government: Health, Education, and Welfare;I38 Welfare and Poverty: Government Programs; Provision and Effects of Welfare Programs;J13 Fertility; Family Planning; Child Care; Children; Youth","December 2007 (Vol. 97, No.5 )"
"Trade Liberalization, Intermediate Inputs, and Productivity: Evidence from Indonesia",Mary Amiti;Jozef Konings,F12 Models of Trade with Imperfect Competition and Scale Economies;F13 Trade Policy; International Trade Organizations;L16 Industrial Organization and Macroeconomic Industrial Structure; Industrial Price Indices;O14 Industrialization; Manufacturing and Service Industries; Choice of Technology;O19 International Linkages to Development; Role of International Organizations;O24 Development Planning and Policy: Trade Policy; Factor Movement; Foreign Exchange Policy,"December 2007 (Vol. 97, No.5 )"
Establishment Size Dynamics in the Aggregate Economy,Esteban Rossi-Hansberg;Mark L. J. Wright,"L11 Production, Pricing, and Market Structure; Size Distribution of Firms;L16 Industrial Organization and Macroeconomic Industrial Structure; Industrial Price Indices;L25 Firm Performance: Size, Diversification, and Scope","December 2007 (Vol. 97, No.5 )"
Demographics and Industry Returns,Stefano DellaVigna;Joshua M. Pollet,"E21 Macroeconomics: Consumption; Saving; Wealth;G12 Asset Pricing; Trading volume; Bond Interest Rates;G32 Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure;J11 Demographic Trends and Forecasts; General Migration;L11 Production, Pricing, and Market Structure; Size Distribution of Firms;L25 Firm Performance: Size, Diversification, and Scope","December 2007 (Vol. 97, No.5 )"
Antitrust in Innovative Industries,Ilya Segal;Michael D. Whinston,K21 Antitrust Law;L13 Oligopoly and Other Imperfect Markets;L14 Transactional Relationships; Contracts and Reputation; Networks;L40 Antitrust Issues and Policies: General;O30 Technological Change; Research and Development: General,"December 2007 (Vol. 97, No.5 )"
"Fatal Attraction: Salience, Navet, and Sophistication in Experimental ""Hide-and-Seek"" Games",Vincent P. Crawford;Nagore Iriberri,"C72 Noncooperative Games;C92 Design of Experiments: Laboratory, Group Behavior","December 2007 (Vol. 97, No.5 )"
"Group Reputations, Stereotypes, and Cooperation in a Repeated Labor Market",Paul J. Healy,C72 Noncooperative Games;C73 Stochastic and Dynamic Games; Evolutionary Games; Repeated Games;C78 Bargaining Theory; Matching Theory;J41 Labor Contracts,"December 2007 (Vol. 97, No.5 )"
Does Price Matter in Charitable Giving? Evidence from a Large-Scale Natural Field Experiment,Dean Karlan;John A. List,D64 Altruism;L31 Nonprofit Institutions; NGOs,"December 2007 (Vol. 97, No.5 )"
Impossibility of Collusion under Imperfect Monitoring with Flexible Production,Yuliy Sannikov;Andrzej Skrzypacz,D43 Market Structure and Pricing: Oligopoly and Other Forms of Market Imperfection;L12 Monopoly; Monopolization Strategies;L13 Oligopoly and Other Imperfect Markets,"December 2007 (Vol. 97, No.5 )"
The Stock Market and Capital Accumulation,Robert E. Hall,G12 Asset Pricing; Trading volume; Bond Interest Rates;E44 Financial Markets and the Macroeconomy;G32 Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure,"December 2001 (Vol. 91, No.5 )"
The Information-Technology Revolution and the Stock Market: Evidence,Bart Hobijn;Boyan Jovanovic,G12 Asset Pricing; Trading volume; Bond Interest Rates;O33 Technological Change: Choices and Consequences; Diffusion Processes,"December 2001 (Vol. 91, No.5 )"
Is the Price Level Determined by the Needs of Fiscal Solvency?,Matthew B. Canzoneri;Robert E. Cumby;Behzad T. Diba,E62 Fiscal Policy;E31 Price Level; Inflation; Deflation,"December 2001 (Vol. 91, No.5 )"
Does Money Illusion Matter?,Ernst Fehr;Jean-Robert Tyran,E31 Price Level; Inflation; Deflation;E52 Monetary Policy;E32 Business Fluctuations; Cycles;E51 Money Supply; Credit; Money Multipliers,"December 2001 (Vol. 91, No.5 )"
Financing Investment,Joao F. Gomes,G31 Capital Budgeting; Fixed Investment and Inventory Studies;E22 Capital; Investment; Capacity,"December 2001 (Vol. 91, No.5 )"
Financial Markets and Firm Dynamics,Thomas F. Cooley;Vincenzo Quadrini,"L11 Production, Pricing, and Market Structure; Size Distribution of Firms;G32 Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure;D21 Firm Behavior;G31 Capital Budgeting; Fixed Investment and Inventory Studies","December 2001 (Vol. 91, No.5 )"
Competition in Loan Contracts,Christine A. Parlour;Uday Rajan,G21 Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages;L13 Oligopoly and Other Imperfect Markets,"December 2001 (Vol. 91, No.5 )"
Why Regulate Insider Trading? Evidence from the First Great Merger Wave (1897-1903),Ajeyo Banerjee;E. Woodrow Eckard,G18 General Financial Markets: Government Policy and Regulation;N21 Economic History: Financial Markets and Institutions: U.S.; Canada: Pre-1913;G34 Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance;N81 Micro-Business History: U.S.; Canada: Pre-1913,"December 2001 (Vol. 91, No.5 )"
Learning from Experience and Learning from Others: An Exploration of Learning and Spillovers in Wartime Shipbuilding,Rebecca Achee Thornton;Peter Thompson,"L62 Automobiles; Other Transportation Equipment;D83 Search; Learning; Information and Knowledge; Communication; Belief;N72 Economic History: Transport, Trade, Energy, Technology, and Other Services: U.S.; Canada: 1913-;O33 Technological Change: Choices and Consequences; Diffusion Processes","December 2001 (Vol. 91, No.5 )"
The Colonial Origins of Comparative Development: An Empirical Investigation,Daron Acemoglu;Simon Johnson;James A. Robinson,"O11 Macroeconomic Analyses of Economic Development;P51 Comparative Analysis of Economic Systems;I12 Health Production;N10 Economic History: Macroeconomics and Monetary Economics; Growth and Fluctuations: General, International, or Comparative;O57 Comparative Studies of Countries","December 2001 (Vol. 91, No.5 )"
Ten Little Treasures of Game Theory and Ten Intuitive Contradictions,Jacob K. Goeree;Charles A. Holt,C70 Game Theory and Bargaining Theory: General,"December 2001 (Vol. 91, No.5 )"
An Account of Global Factor Trade,Donald R. Davis;David E. Weinstein,F11 Neoclassical Models of Trade,"December 2001 (Vol. 91, No.5 )"
"Nursery Cities: Urban Diversity, Process Innovation, and the Life Cycle of Products",Gilles Duranton;Diego Puga,"R11 Regional Economic Activity: Growth, Development, and Changes;O31 Innovation and Invention: Processes and Incentives;R32 Other Production and Pricing Analysis","December 2001 (Vol. 91, No.5 )"
Conflicts and Common Interests in Committees,Hao Li;Sherwin Rosen;Wing Suen,D71 Social Choice; Clubs; Committees; Associations,"December 2001 (Vol. 91, No.5 )"
Do Explicit Warnings Eliminate the Hypothetical Bias in Elicitation Procedures? Evidence from Field Auctions for Sportscards,John A. List,D44 Auctions;Q26 Recreational Aspects of Natural Resources,"December 2001 (Vol. 91, No.5 )"
Information Cascades: Replication and an Extension to Majority Rule and Conformity-Rewarding Institutions,Angela A. Hung;Charles R. Plott,D83 Search; Learning; Information and Knowledge; Communication; Belief;D71 Social Choice; Clubs; Committees; Associations,"December 2001 (Vol. 91, No.5 )"
Minimax Play at Wimbledon,Mark Walker;John Wooders,C72 Noncooperative Games;L83 Sports; Gambling; Recreation; Tourism,"December 2001 (Vol. 91, No.5 )"
GARP for Kids: On the Development of Rational Choice Behavior,William T. Harbaugh;Kate Krause;Timothy R. Berry,J13 Fertility; Family Planning; Child Care; Children; Youth;D12 Consumer Economics: Empirical Analysis;D11 Consumer Economics: Theory,"December 2001 (Vol. 91, No.5 )"
A Test of Game-Theoretic and Behavioral Models of Play in Exchange and Insurance Environments,Cary A. Deck,C72 Noncooperative Games;D81 Criteria for Decision-Making under Risk and Uncertainty;G22 Insurance; Insurance Companies,"December 2001 (Vol. 91, No.5 )"
Reversing the Keynesian Asymmetry,John Bennett;Manfredi M. A. La Manna,E12 General Aggregative Models: Keynes; Keynesian; Post-Keynesian;E31 Price Level; Inflation; Deflation,"December 2001 (Vol. 91, No.5 )"
Iceland's Natural Experiment in Supply-Side Economics,Marco Bianchi;Bjorn R. Gudmundsson;Gylfi Zoega,E62 Fiscal Policy;E65 Studies of Particular Policy Episodes;E24 Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital,"December 2001 (Vol. 91, No.5 )"
International Coordination of Trade and Domestic Policies,Josh Ederington,F13 Trade Policy; International Trade Organizations;F42 International Policy Coordination and Transmission;F11 Neoclassical Models of Trade,"December 2001 (Vol. 91, No.5 )"
Monetary Policy and Market Interest Rates,Tore Ellingsen;Ulf Soderstrom,E52 Monetary Policy;E43 Determination of Interest Rates; Term Structure of Interest Rates,"December 2001 (Vol. 91, No.5 )"
Output and Welfare Effects of Inflation with Costly Price and Quantity Adjustments,Leif Danziger,"E31 Price Level; Inflation; Deflation;L11 Production, Pricing, and Market Structure; Size Distribution of Firms","December 2001 (Vol. 91, No.5 )"
Inflation Is Always and Everywhere a Monetary Phenomenon: Richmond vs. Houston in 1864,Richard C. K. Burdekin;Marc D. Weidenmier,E31 Price Level; Inflation; Deflation;N11 Economic History: Macroeconomics; Growth and Fluctuations: U.S.; Canada: Pre-1913;E52 Monetary Policy,"December 2001 (Vol. 91, No.5 )"
Rising U.S. Earnings Inequality and Family Labor Supply: The Covariance Structure of Intrafamily Earnings,Dean R. Hyslop,"D31 Personal Income, Wealth, and Their Distributions;J22 Time Allocation and Labor Supply;J12 Marriage; Marital Dissolution; Family Structure; Domestic Abuse;J31 Wage Level and Structure; Wage Differentials","September 2001 (Vol. 91, No.4 )"
"Estimating the Effect of Unearned Income on Labor Earnings, Savings, and Consumption: Evidence from a Survey of Lottery Players",Guido W. Imbens;Donald B. Rubin;Bruce I. Sacerdote,"D12 Consumer Economics: Empirical Analysis;J22 Time Allocation and Labor Supply;J31 Wage Level and Structure; Wage Differentials;H27 Taxation, Subsidies, and Revenues: Other Sources of Revenue","September 2001 (Vol. 91, No.4 )"
Schooling and Labor Market Consequences of School Construction in Indonesia: Evidence from an Unusual Policy Experiment,Esther Duflo,I28 Education: Government Policy;O15 Economic Development: Human Resources; Human Development; Income Distribution; Migration;J31 Wage Level and Structure; Wage Differentials;I21 Analysis of Education;O22 Project Analysis;J24 Human Capital; Skills; Occupational Choice; Labor Productivity,"September 2001 (Vol. 91, No.4 )"
The Division of Spoils: Rent-Sharing and Discrimination in a Regulated Industry,Sandra E. Black;Philip E. Strahan,J71 Labor Discrimination;J31 Wage Level and Structure; Wage Differentials;G21 Banks; Other Depository Institutions; Micro Finance Institutions; Mortgages;G28 Financial Institutions and Services: Government Policy and Regulation;L51 Economics of Regulation,"September 2001 (Vol. 91, No.4 )"
What Accounts for the Variation in Retirement Wealth among U.S. Households?,B. Douglas Bernheim;Jonathan Skinner;Steven Weinberg,D21 Firm Behavior;J26 Retirement; Retirement Policies;D12 Consumer Economics: Empirical Analysis,"September 2001 (Vol. 91, No.4 )"
Increasing Returns versus National Product Differentiation as an Explanation for the Pattern of U.S.-Canada Trade,Keith Head;John Ries,F12 Models of Trade with Imperfect Competition and Scale Economies;F14 Country and Industry Studies of Trade;L60 Industry Studies: Manufacturing: General,"September 2001 (Vol. 91, No.4 )"
Is Free Trade Good for the Environment?,Werner Antweiler;Brian R. Copeland;M. Scott Taylor,F18 Trade and Environment;Q25 Renewable Resources and Conservation: Water,"September 2001 (Vol. 91, No.4 )"
Telecommunications Infrastructure and Economic Development: A Simultaneous Approach,Lars-Hendrik Roller;Leonard Waverman,O47 Measurement of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence;L96 Telecommunications;O33 Technological Change: Choices and Consequences; Diffusion Processes;H54 National Government Expenditures and Related Policies: Infrastructures; Other Public Investment and Capital Stock,"September 2001 (Vol. 91, No.4 )"
Social Culture and Economic Performance,Hanming Fang,Z13 Economic Sociology; Economic Anthropology;J31 Wage Level and Structure; Wage Differentials;O33 Technological Change: Choices and Consequences; Diffusion Processes,"September 2001 (Vol. 91, No.4 )"
A Theory of Political Transitions,Daron Acemoglu;James A. Robinson,"D74 Conflict; Conflict Resolution; Alliances;O17 Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;D31 Personal Income, Wealth, and Their Distributions;P16 Capitalist Systems: Political Economy","September 2001 (Vol. 91, No.4 )"
Monetary Policy Rules Based on Real-Time Data,Athanasios Orphanides,"E50 Monetary Policy, Central Banking, and the Supply of Money and Credit: General;E32 Business Fluctuations; Cycles","September 2001 (Vol. 91, No.4 )"
Testing for the Lucas Critique: A Quantitative Investigation,Jesper Linde,C53 Forecasting and Other Model Applications;E52 Monetary Policy;E41 Demand for Money,"September 2001 (Vol. 91, No.4 )"
Quantifying Quality Growth,Mark Bils;Peter J. Klenow,D12 Consumer Economics: Empirical Analysis;L62 Automobiles; Other Transportation Equipment;L63 Microelectronics; Computers; Communications Equipment;L68 Appliances; Other Consumer Durables;E31 Price Level; Inflation; Deflation,"September 2001 (Vol. 91, No.4 )"
World Income Components: Measuring and Exploiting Risk-Sharing Opportunities,Stefano G. Athanasoulis;Robert J. Shiller,F40 Macroeconomic Aspects of International Trade and Finance: General;G15 International Financial Markets,"September 2001 (Vol. 91, No.4 )"
The Declining Price Anomaly in Dutch Dutch Rose Auctions,Gerard J. van den Berg;Jan C. van Ours;Menno P. Pradhan,D44 Auctions;Q11 Agriculture: Aggregate Supply and Demand Analysis; Prices,"September 2001 (Vol. 91, No.4 )"
Creating Modern Art: The Changing Careers of Painters in France from Impressionism to Cubism,David W. Galenson;Bruce A. Weinberg,"N33 Economic History: Labor and Consumers, Demography, Education, Health, Welfare, Income, Wealth, and Religion: Europe: Pre-1913;Z11 Cultural Economics: Economics of the Arts and Literature;L82 Entertainment; Media","September 2001 (Vol. 91, No.4 )"
The Law of One Price in Scandinavian Duty-Free Stores,Marcus Asplund;Richard Friberg,"L11 Production, Pricing, and Market Structure; Size Distribution of Firms;F13 Trade Policy; International Trade Organizations;H25 Business Taxes and Subsidies including sales and value-added (VAT","September 2001 (Vol. 91, No.4 )"
"VAT Base Broadening, Self Supply, and the Informal Sector",John Piggott;John Whalley,H25 Business Taxes and Subsidies including sales and value-added (VAT;H32 Fiscal Policies and Behavior of Economic Agents: Firm,"September 2001 (Vol. 91, No.4 )"
Estimating the Value of Political Connections,Raymond Fisman,O17 Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;O16 Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;G14 Information and Market Efficiency; Event Studies;D73 Bureaucracy; Administrative Processes in Public Organizations; Corruption,"September 2001 (Vol. 91, No.4 )"
The Political Geography of Tax H(e)avens and Tax Hells,Nico A. Hansen;Anke S. Kessler,H87 International Fiscal Issues; International Public Goods;H73 State and Local Government; Intergovernmental Relations: Interjurisdictional Differentials and Their Effects;H24 Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes;H31 Fiscal Policies and Behavior of Economic Agents: Household,"September 2001 (Vol. 91, No.4 )"
Individual Risk in an Investment-Based Social Security System,Martin Feldstein;Elena Ranguelova,H55 Social Security and Public Pensions,"September 2001 (Vol. 91, No.4 )"
Longevity Expectations and Death: Can People Predict Their Own Demise?,V. Kerry Smith;Donald H. Taylor;Frank A. Sloan,D84 Expectations; Speculations;I12 Health Production,"September 2001 (Vol. 91, No.4 )"
"Technological Change, Depletion, and the U.S. Petroleum Industry",John T. Cuddington;Diana L. Moss,"O33 Technological Change: Choices and Consequences; Diffusion Processes;Q31 Nonrenewable Resources and Conservation: Demand and Supply;L71 Mining, Extraction, and Refining: Hydrocarbon Fuels","September 2001 (Vol. 91, No.4 )"
Intertemporal Depletion of Resource Sites by Spatially Distributed Users,Gerard Gaudet;Michel Moreaux;Stephen W. Salant,Q31 Nonrenewable Resources and Conservation: Demand and Supply;R32 Other Production and Pricing Analysis;R12 Size and Spatial Distributions of Regional Economic Activity,"September 2001 (Vol. 91, No.4 )"
